,wt_1,wt_2,wt_3,wt_4,wt_5,wt_6,wt_7,wt_8,wt_9,wt_10,wt_11,wt_12,arp5_1,arp5_2,arp5_3,arp5_4,arp5_5,arp5_6,arp5_7,arp5_8,arp5_9,arp5_10,arp5_11,arp5_12
YNL015W,945.3787387,947.9353805,1089.768839,998.690954,587.6599633,654.4415114,804.3519069,798.5307096,818.5608673,792.1907691,879.5219009,846.3425494,811.6365153,772.4689732,789.7135487,771.9689779,646.4054566,662.4466318,777.1010064,726.9704713,797.8886232,762.8291581,813.283656,781.9932837
YNL012W,65.15291614,39.78564637,39.41395484,37.29556428,28.85854202,30.3198826,44.40144819,51.81797415,44.06125707,42.63412708,40.74265403,44.93608561,37.96636434,23.76745554,46.30457989,44.11820961,27.22265579,27.00138593,25.04490222,25.5526253,42.55477086,33.91587648,41.60817459,55.60482712
YNL010W,370.8890201,384.0412217,366.6788566,343.1847129,446.9273293,448.1522122,507.9773136,493.7111491,465.661188,502.7521274,420.2686801,393.4306512,287.8512322,263.6843867,274.5253741,263.5215878,334.2187385,279.5086193,353.8655752,355.8250511,344.8058581,286.2186065,259.9000355,318.9527608
YNL009W,305.0789871,313.1509514,223.2447915,227.2040657,245.6161455,269.1122525,269.1682194,267.8046096,259.1599913,277.8051306,283.8626655,294.9169698,253.2709273,232.8367317,242.9765319,232.4245963,213.0229417,212.0816489,184.2064966,249.6172385,234.0588527,327.8479127,235.3007829,258.3077431
YNL006W,633.3292635,602.3555548,479.9111278,568.8799805,632.8789112,715.1255505,792.1477214,754.506314,772.630245,739.9935473,741.2258165,759.1843023,605.2830682,617.4977513,661.3257059,577.8738506,645.1262091,543.8506605,692.1753108,691.5843457,661.3121097,654.4047858,509.6124972,661.7282529
YNL004W,385.258165,422.9236849,281.3603919,319.9197548,383.2139413,393.7851675,373.5874267,401.238215,353.4115658,360.4819301,356.7767065,389.5493365,243.5540603,227.6648108,213.2056337,240.4604778,248.4875534,291.525348,242.3209877,276.9761309,233.6441116,275.5417877,205.3629739,253.8888912
YNL001W,193.2875852,200.5190701,202.9393479,244.5340983,210.5012722,194.0926622,194.1932275,183.1531345,219.6972909,198.4323162,193.2329249,184.9812299,192.236156,155.8599051,145.3055807,162.7812186,191.8244275,205.642836,181.932517,186.810306,159.5065181,190.9540552,145.2106086,143.8941232
YNR001W-A,217.9946732,221.7677914,222.4566246,193.9940623,124.7489674,160.8974651,221.7355733,270.7709648,221.267318,196.1115434,199.0529337,190.4069419,229.0328377,228.8689531,240.6179686,211.6727613,234.6783985,218.1819859,333.6056056,315.2640899,272.1485979,297.951366,275.9562231,228.9960718
YNR004W,164.2835959,150.0813709,136.1164142,167.6792874,152.3685349,195.4697768,207.713201,164.759534,214.8325134,194.4959967,153.9617156,163.9008781,126.198216,103.0060446,129.8324483,99.82542531,66.92842814,96.6127456,113.6583067,112.7358622,125.0179502,99.20582164,97.0763343,114.6440433
YNR006W,227.4338635,225.9259807,221.063334,190.0334447,215.31768,220.9408353,259.3497219,308.0031459,245.205361,245.2092422,221.4422731,224.0120237,288.8859688,234.5413447,285.9679617,278.075199,279.9770737,290.0413119,304.5034763,301.6387709,266.8267589,280.0767374,250.9234296,218.0663642
YNR008W,162.0496653,156.0969969,130.1585572,124.5513192,126.6281308,156.2555263,174.1044956,185.6107967,195.9262084,163.5348277,145.3629051,142.5854062,160.7965892,172.2648401,184.1359715,144.1910132,143.234562,154.5444981,195.2051351,208.9964172,170.1712848,180.1953495,160.8700512,167.3127441
YNR009W,248.5741476,217.1995651,188.2341356,186.4914264,177.6719703,212.6702957,293.9925817,312.9195872,270.0507393,237.358581,238.6719331,217.3576596,212.3433705,197.123708,161.9779707,207.8501346,213.1811851,190.3593201,269.3957644,232.0502827,258.3604218,233.6462584,226.6429821,214.06415
YNR010W,133.0787624,121.0845973,109.5971286,116.8756255,123.1157712,117.3495369,169.0538995,162.8990072,148.4894267,150.546014,139.4383304,125.1634683,108.0457077,102.8004602,100.8491915,67.28643677,95.5945454,104.0852196,109.9628465,95.24412134,99.74064064,90.89101321,91.26442827,85.34132907
YNR012W,209.0244599,201.7057297,228.5563044,208.6861536,261.7249844,246.9548007,219.6375809,267.1032197,238.502275,191.1943301,187.7131533,221.1022465,128.301967,124.6051186,135.95417,151.6937886,165.2168762,197.2769317,171.950765,169.3877749,144.5824137,114.0650366,96.03567773,136.951004
YNR014W,1185.779145,1141.078945,1229.007401,1161.420066,1208.05897,1265.240693,1141.176202,1123.053244,1056.84796,1047.6958,1158.353683,1148.351773,1026.841364,1096.256557,1035.544892,1083.381357,882.2803988,876.0458808,995.621914,1028.730584,1062.656393,1054.245716,1113.637228,1047.550338
YNR015W,220.8033158,229.6243834,228.7528984,195.1328009,270.3384919,278.4656583,243.8380509,285.4321446,247.4404618,233.5391054,214.7485332,191.6652198,136.615295,149.9404937,162.6010611,176.5180925,182.0220214,165.6048387,155.2600101,191.2976361,194.4309612,203.147353,225.9814438,165.3013345
YNR017W,1000.116254,1034.541444,972.2336512,965.0823683,961.8631987,987.7159219,988.4988895,964.6828354,1036.319312,1081.310547,941.5738518,991.278876,856.9721468,889.572602,854.1057373,936.1200577,848.5025535,866.5497064,882.1389342,881.5182848,850.5026783,898.8437377,913.7151893,919.7083895
YNR018W,910.0817335,841.183829,998.0076024,872.3365735,917.4839072,901.0001276,767.4655056,798.1210757,861.5856209,844.0148936,826.1733994,768.7648732,702.1159213,748.0403024,724.2202738,737.7533618,632.5712116,654.1049417,674.680056,706.1637911,730.2507043,650.4823826,752.0327801,786.7316449
YNR021W,175.1271629,140.6460289,159.1615062,160.2354263,175.1642093,163.2387192,161.9627685,162.3790924,147.9465225,167.4668706,122.1190201,158.2783784,177.3715991,182.7649798,173.3010633,173.0622576,158.3877674,173.2544538,171.5604387,172.1987425,179.9244294,170.7245247,178.3122498,181.1730003
YNR023W,97.06052169,90.75414943,94.25163426,85.53552739,78.1218234,65.11042017,75.61932035,67.76752346,82.49572053,90.12704355,64.31592928,71.23137871,70.06129436,44.79101617,74.10900437,81.20266355,72.03869355,62.6140265,58.2456622,73.84619783,83.51925389,73.39009532,78.90786578,90.24693371
YNR024W,97.32683467,90.61877705,90.68913351,80.30368292,103.1395564,75.07978987,65.82757681,62.98636335,70.47701236,56.28592236,71.4709653,75.60499801,73.80949886,76.59398787,95.33468678,69.84639372,69.12427166,67.20303892,64.03575941,70.56080297,93.80604934,68.5719291,89.78976426,89.71188792
YNR027W,149.5874091,142.8586966,105.8587016,118.2457584,99.51822525,83.73621856,91.92053952,87.52850714,134.387478,91.6557299,121.4912774,97.66634109,87.18441698,65.5706434,105.7049583,82.73907846,96.7591695,90.48824493,79.98205326,68.61497256,103.7884082,60.01747491,94.98025215,96.27080869
YNR028W,252.7098956,272.7394414,232.2975433,225.0680329,182.2915366,158.0026001,181.2537778,188.2476401,210.410828,190.064083,234.0524423,221.8235431,236.8352966,216.4357343,262.9481406,237.0843969,193.2216095,225.1298055,180.5202157,222.0999774,220.9722121,197.7375149,233.1951328,245.6438244
YNR030W,68.65354094,76.19022969,60.93249379,56.86230443,43.02716713,46.42157275,55.51400785,49.86669449,49.87855257,62.55592932,63.03519041,67.04843149,110.009135,88.3296968,95.59906841,91.31095298,83.09250409,87.01953829,96.36420302,84.98899051,90.89417735,116.4423628,81.4865824,93.1404503
YNR032W,124.5609999,136.3963015,117.5352368,98.66174023,104.0827087,106.2436884,118.6086871,124.4514385,141.9597322,120.3849692,127.9945483,139.0999773,149.6268958,130.7361926,146.2432169,173.0563163,149.5877032,157.9924516,169.4283257,146.3757211,129.559569,135.9813581,148.2075808,142.8903635
YNR033W,113.298671,162.4512875,85.00020401,110.8358188,98.4375865,118.3243987,130.0660304,132.0423863,155.3265055,147.0519154,146.264796,155.8406227,105.9309646,96.74269032,120.0788135,113.9285258,93.81359831,126.1854193,99.55404442,103.1601035,124.9688573,116.2175776,135.8569865,144.4277275
YNR034W,99.20190278,96.04421733,89.9153859,95.2923118,77.35888908,100.1513868,96.10733066,111.0597153,98.36211147,104.0565139,106.7439921,102.3225884,78.79351999,96.62299684,103.588909,94.41160769,66.58838812,76.23498288,76.72918336,80.03778478,94.1460697,101.2656484,97.82411702,98.58729613
YNR034W-A,621.069447,642.6873835,411.0108601,402.2481824,306.326521,331.4856377,486.4997649,482.8810329,538.7243283,538.9233046,659.6086062,634.6838376,661.5892135,607.4143994,730.9799335,710.2984841,567.4441849,410.2668217,928.6178088,957.7554006,713.5257137,774.5515815,861.3568833,820.0731026
YNR038W,696.2326965,712.876007,625.7401915,707.9233373,727.8408358,741.9409343,749.4392615,725.6455043,726.369538,667.2874795,673.2604736,662.5963466,676.6119053,647.3153016,625.1777053,636.3569173,712.6838362,769.4107385,718.5073678,735.3565114,623.3132272,630.6912118,610.2109783,608.0217841
YNR040W,208.034548,245.7175088,185.7829659,189.1273802,210.3474313,220.6387749,190.3743177,220.0163131,204.1866867,195.9510243,199.9260048,197.7324848,195.6057089,217.3047268,185.2221307,186.1948405,192.672166,228.4266641,187.285138,184.4242602,190.902197,190.7971475,186.929809,182.2738882
YNR043W,175.1861141,165.7583679,140.4213911,163.7367469,176.6028381,136.8376663,172.0108097,149.6624167,165.9656207,149.6231207,149.1361612,134.1654659,208.2851981,202.7222589,185.5646146,215.2906687,215.7367044,227.2879485,190.5584267,208.5788755,208.2081718,204.328312,200.5547244,230.6132259
YNR044W,83.53535183,84.33892978,48.55695647,46.74437335,70.54776615,78.90555293,132.3820621,116.2365068,155.3675018,168.590369,144.7407214,105.9766988,242.637729,252.8892077,253.733982,248.3048113,271.2972897,265.0351373,343.2578841,318.3375128,301.9524783,299.338236,300.8333588,283.7346936
YNR045W,137.5139061,140.9739823,86.28062137,101.0693579,118.8548389,116.5012586,178.8283349,137.870074,147.7578165,172.1632028,168.2986391,134.1695996,444.3965637,414.5040094,398.8294518,406.3354591,292.0954635,321.2276318,373.3716545,362.5831002,396.2337794,452.7122966,422.8706288,383.1845565
YNR046W,184.5183855,213.5401368,184.1624096,203.5076753,251.6179854,223.8249245,209.7541256,215.1142364,225.8140499,257.3061958,206.6475669,220.6800983,84.89837119,92.83604655,110.320396,105.5161815,132.367453,130.3973424,129.1099281,116.4016569,117.4610943,91.52880216,96.10997106,105.2438406
YNR047W,330.5294788,356.5169688,249.9366113,280.1140016,416.5166902,375.19599,386.5306274,408.9098535,344.444883,344.172683,335.4648013,350.3312453,242.5974195,249.6714274,259.9151989,239.2191701,275.9801661,258.0415148,274.183483,244.8532088,240.6276662,227.6128677,260.3720781,249.5946612
YNR048W,109.471922,74.4018926,77.2482778,67.9022929,100.3607376,83.84380795,102.4255822,85.92516123,91.48816582,84.47211392,109.0021913,100.2660953,100.1329796,94.64379111,100.9884329,81.82560146,109.619618,97.93852233,106.2639154,96.5929728,109.1305785,96.04799023,92.74896199,83.1803088
YNR058W,1874.042847,2010.505953,2144.443005,1926.36442,1840.174086,1769.303554,1898.955506,2066.512799,1808.222169,1747.36245,1521.114063,1576.331221,1321.953362,1241.550717,1331.469399,1410.040934,1559.131896,1578.785411,1521.657531,1547.96786,1280.878039,1301.742698,1280.81178,1243.614238
YNR059W,257.3790564,279.6972319,226.6125942,210.3141339,225.3433094,223.8965449,225.5644043,241.5454514,242.2773094,226.2871346,228.448149,246.6083977,164.5515268,143.281342,152.1651794,163.32362,142.1718296,177.2712592,149.4509673,170.6862709,148.4340578,106.5690714,135.1494218,155.3398495
YNR060W,254.540248,229.2423513,188.6953235,160.6480845,310.4920571,254.2770952,253.08493,279.4447808,282.6900003,267.8577062,273.1624845,244.7333332,165.6035898,145.6911359,174.746099,160.1352095,189.3335295,178.0285872,191.5790265,233.4494852,187.1410505,225.2707266,167.4717677,154.8741507
YNR063W,47.23997015,70.21386818,64.25382561,54.34778715,65.52577786,63.75411008,52.56149723,62.87881349,61.32142857,43.69172823,57.9680842,65.13680931,66.7708948,74.62225149,67.35308078,67.65835418,65.96854978,72.50143852,39.13923013,60.58671829,72.94374984,44.73669731,41.06258913,58.00053619
YOL159C-A,176.5537027,171.8146046,126.1758152,138.4493467,193.8861532,193.9178142,249.2892315,249.157115,261.4033716,278.5020805,217.4578638,226.0145762,594.408455,588.1602857,570.5923047,578.5824484,517.2072714,517.6546734,572.0660687,561.7889039,513.4861898,541.5365661,556.5127215,555.1396758
YOL159C,125.423797,98.49133882,94.48114804,122.4882594,117.5148975,132.9715755,161.4670229,162.4585152,173.46544,177.1911144,174.1472597,151.2143224,192.9257607,189.4843807,209.7404697,193.2536431,150.7539334,175.3221106,166.3395678,161.3183697,170.012813,177.106845,199.3372138,181.2793837
YOL158C,429.9932254,471.953122,416.7250913,391.5189221,399.3604378,392.8103905,363.4491719,383.4951388,408.1457142,440.1414235,437.2425982,407.4793644,581.4189017,530.8498111,575.8844366,550.4904971,482.922281,510.2356112,552.9732337,593.2701559,533.7070158,478.3633416,571.4444506,543.2128727
YOL157C,364.9958292,394.8020781,311.9079157,317.1553464,196.2712065,201.6639419,258.4934584,275.8791114,290.3226874,295.5250212,315.7118509,335.8853228,370.9735936,411.8589114,341.5124605,363.4758255,277.7700577,244.4263452,252.5951091,288.6455388,429.7552473,441.7797305,473.0950664,435.5161324
YOL155C,475.0742993,465.5518637,840.008965,746.9552988,498.0720982,566.0183021,330.3636567,308.818715,389.3831284,326.7580105,399.5160578,384.5922478,305.841939,319.9443401,319.4106498,330.5906192,388.3512315,436.2107267,262.3548637,290.0349373,292.5933634,277.2179846,259.7931051,260.0420071
YOL147C,209.8316312,231.3591936,186.7430919,215.6253752,139.1805733,137.0373825,135.5996112,133.3706887,173.2466812,123.0841335,176.3746494,159.9206896,194.29881,159.6405769,200.7730717,183.0254166,171.8056653,180.301277,136.6611027,138.630856,177.5761827,191.5031236,205.8315432,194.1253692
YOL145C,113.3526502,112.9856863,94.17679646,93.61739554,80.3656797,70.13921458,83.78679071,72.35279229,90.44741938,81.28418049,104.0829039,93.71134852,94.70256166,91.57205008,119.472908,108.4054686,103.5393113,101.1972522,97.94374425,106.7372064,115.0736193,105.0432775,108.299718,100.0237232
YOL143C,584.0723107,579.5645415,487.8752936,519.0832605,524.2904515,513.1591848,430.2018134,416.3666775,431.0546726,428.8681167,535.5730529,517.1510193,484.3685084,485.045253,543.1929182,490.9411416,539.4860472,514.6353243,460.2869708,453.8375675,473.3461193,454.012613,447.9339934,470.3381283
YOL139C,239.9361682,245.8767617,216.6708124,211.6247077,203.9390081,211.9608245,185.8213213,208.4440869,205.0347115,209.2140602,212.96182,199.531862,214.1671923,249.1193815,211.9352243,226.1607163,301.5708248,242.0199572,216.6527159,218.1861351,232.2487448,242.9602665,221.9217013,239.8587071
YOL136C,541.3812554,551.7733276,527.2328972,549.9358035,666.3249189,609.0337488,583.6252204,532.7468642,485.7926151,489.9111953,454.5392764,454.5170159,449.5727324,489.051617,436.119594,531.1484198,483.0108739,550.0589918,479.4379987,462.4337941,458.1167574,469.8759954,490.7866589,518.2027279
YOL135C,255.1888377,258.1687626,250.1011959,279.4306083,304.6989286,284.7699754,269.8974146,277.3338651,254.3741957,308.2131613,250.9702856,241.2998291,182.970793,211.8314865,231.1629647,239.1786385,243.2504344,222.1779504,259.2429601,299.2155079,242.2698767,239.2454557,204.3655542,227.1960181
YOL128C,550.6080195,471.9626261,480.0760609,514.831689,648.823179,633.9196447,613.1846563,561.691803,584.308675,576.8931107,612.4634253,544.4070176,727.9945789,716.9318349,759.3450063,685.836992,824.0793626,888.2923273,756.4432239,754.2891505,739.7352209,771.6491339,696.5186257,601.6852187
YOL126C,1252.252997,1253.190633,1293.207918,1245.205316,1179.282005,1190.892174,1197.963038,1216.276738,1279.959776,1248.716292,1214.101316,1245.089618,1279.022721,1259.892579,1351.080608,1361.931601,1311.55725,1331.4936,1296.442461,1275.592203,1366.067903,1324.100757,1433.065341,1250.778934
YOL124C,162.1614587,155.6630846,199.5220364,242.2423933,199.7727671,207.5051965,174.047237,168.5420523,146.9759978,156.1923857,161.3050114,174.0687998,122.9823252,117.1492368,143.4035303,146.0170072,132.8295673,125.3773064,99.05059023,142.5217674,131.0627665,131.2359149,124.7117836,132.1977076
YOL122C,232.0856228,195.7800376,245.9479163,228.3747755,278.073627,281.9253953,227.8384057,259.0088071,224.5937019,210.1258884,218.1939615,219.1527853,257.2241199,229.8811462,228.6641519,244.0661715,268.4915193,282.3948314,256.2117319,217.2875368,240.5110686,222.2963805,208.750229,211.3725817
YOL121C,666.4034272,673.5917244,667.1258032,689.4011224,822.2619008,784.7499699,726.1304736,720.6858914,607.9875961,621.5720323,625.8289061,598.7793644,618.3291937,658.472288,623.3914232,605.4541177,744.7934222,736.1182296,602.0869543,676.516993,640.176291,618.2349395,639.2281743,573.1665395
YOL120C,429.4313901,330.2447318,427.1526553,451.6321299,500.5357848,439.3421558,409.0459532,415.770356,434.4690142,420.2656202,376.2839333,410.1924749,441.9438786,411.5447584,415.9498476,364.4694075,455.6852205,397.4355519,396.8104704,390.2778325,402.6753361,413.162705,338.1304782,332.5660235
YOL119C,247.4149947,274.8338312,220.105045,211.6764068,345.6953147,311.0192274,325.2603971,356.4155295,364.9532367,349.9714222,305.4244674,303.5109067,343.3309563,336.3817061,357.9452064,384.919662,489.6723629,493.6067851,438.950434,458.8709,425.2196074,393.0770736,368.6035754,364.0018797
YOL118C,88.12361596,92.71539765,100.7637846,84.79738474,113.0756277,101.3218153,141.2381184,132.9174431,132.95986,133.2299171,113.2217292,100.7332132,108.9294972,97.01082156,114.3310998,104.120411,114.0589462,129.7568534,118.3862333,144.0879633,121.7609297,94.30182259,87.78234977,101.7327342
YOL114C,332.2643541,373.4823488,243.5974107,191.3714075,203.4798108,219.7435613,404.0574884,387.7287929,424.5104369,382.6556436,404.2562192,362.8868729,693.4244883,673.6398617,714.2655135,671.9475263,691.6704266,711.5381606,769.6512296,770.8469975,644.965129,787.4137993,753.6528664,675.5003455
YOL111C,1057.121785,1044.033278,1093.25556,988.1756561,919.4968775,866.4045529,924.7251683,1003.525194,990.5066648,1003.200579,1065.099892,1053.514813,726.4236399,716.0872883,824.5817534,810.1511874,820.5659288,780.9908182,835.5541023,850.7865782,859.2295693,905.8088502,938.189608,833.7134104
YOL108C,257.7756177,266.4355994,287.4479191,291.5154052,259.7934981,230.1616789,269.518926,315.3456855,354.7876356,304.4346982,294.9921812,325.0046361,468.3048602,445.3970527,484.4595609,474.1520453,503.5287689,492.5743488,502.9951156,534.6635269,436.8412017,486.526428,477.88387,476.172411
YOL105C,173.6571447,168.9376308,155.3898425,156.3545181,164.964724,174.4185945,171.6580287,145.6671975,167.8545764,194.1986862,200.9056821,194.1758532,279.6023821,269.3449225,256.6424877,238.9018251,218.340108,221.4376094,252.0059649,213.9800718,244.449552,285.1142943,268.2640978,236.3857573
YOL102C,106.9173182,102.212491,83.25857461,96.15235093,112.5789157,112.1116465,113.4445552,116.2670414,114.8561439,124.0691663,90.40512627,98.61665954,124.2438821,119.8180072,114.1693334,131.239065,124.0195458,113.8293382,118.8301392,109.8156,148.4426133,120.49983,107.5902336,124.4914609
YOL101C,631.5831773,584.1179382,459.5932318,479.5145147,504.3720604,520.8180091,618.7347934,627.495906,568.8885648,528.8034563,528.6164439,601.3393762,551.7574981,535.1487962,506.4818257,522.1441173,542.6130343,557.7182855,559.2897161,519.5684009,536.1305652,598.5944278,559.4955415,486.5222891
YOL098C,98.87672968,93.11628213,104.6951325,92.76517149,156.3356724,127.0730868,120.2094328,109.3638783,136.8425212,119.0278987,111.5656935,105.9029366,138.9733536,149.038322,155.2864701,141.4172452,155.4339751,134.756148,146.9312107,144.4053505,137.66725,142.4531532,141.3112264,139.7637056
YOL097C,49.00058945,60.68231861,55.60701682,63.57138645,57.64070145,68.51875537,47.7457203,59.8380395,56.90819622,62.93488707,63.88089957,52.06105331,81.51296096,84.13509433,73.91607477,71.529936,99.20703704,62.22306929,78.41496914,94.12641255,70.02300473,71.96779703,84.33548407,88.74343234
YOL096C,62.35699215,59.36400119,37.30534177,52.26809972,62.8999175,52.17248289,58.26764972,44.96263816,66.55715647,65.36085662,78.42978637,64.57083012,52.44502678,56.55142942,77.71239927,62.52113021,64.26068091,51.84028167,64.80070176,54.64159204,92.38168056,77.96378802,92.32261103,74.02136208
YOL095C,61.34288236,42.65654247,61.57487154,35.47080808,56.96262782,50.76465539,62.18625,49.16875428,55.06949553,58.91265521,75.91779157,57.15741789,66.26394738,57.09041823,63.26128984,64.37941176,52.92145006,62.86974047,62.92590987,69.56001492,78.20098228,73.42972654,65.28353844,68.63204598
YOL094C,81.84463855,80.42134954,86.19725157,88.53873377,115.7681984,99.65430205,93.03691097,101.9836429,107.6250239,92.50921644,88.58548781,87.82187797,102.8897093,113.3046779,115.2741143,126.7034278,109.0180542,96.10889649,97.59788839,103.4950783,115.0658859,125.9888002,127.3585599,106.7015499
YOL089C,165.6410404,141.3041022,112.3085196,130.2273213,128.712274,121.0820724,128.5139186,133.7315924,133.3773428,158.951001,141.5027429,172.1325054,125.3145384,121.8436879,129.82406,118.00302,117.2381351,115.5954831,140.2174307,127.3291172,133.7611974,132.0062423,131.0615344,129.6817947
YOL088C,106.7776194,103.3101846,95.12782361,91.14668459,91.34724484,83.04984868,93.49559671,81.43294596,105.189162,108.4977555,94.77716265,110.6576211,283.2977243,257.1472291,228.7213443,176.6078108,194.1283748,243.13234,195.2671194,182.214008,209.2599475,256.8708137,241.6553709,236.9070186
YOL087C,243.4447614,239.6520153,218.1789699,215.4899472,231.1132648,211.2481916,283.9997842,306.6534023,286.6573408,290.0397423,259.5567337,228.2277544,187.2329919,235.8641609,221.2468407,198.81624,240.7220981,218.5736905,226.9678599,210.0863258,218.7254409,235.9354979,246.2732687,234.8249216
YOL086C,336.9021002,378.3259131,205.1370938,178.4881685,448.7332169,496.3348697,835.9990799,890.7406391,897.7823892,791.7116378,503.7548426,484.9239224,142.3476963,141.1577244,165.7235995,150.789669,389.6037321,433.7531608,647.4694819,603.1858406,368.248516,433.5428691,260.0809671,217.052893
YOL080C,104.0021725,104.0698848,103.8730076,92.38948274,87.48445298,92.50527478,97.69049636,93.20329594,109.4534707,95.16999932,96.89026828,90.31348854,120.3950864,122.6071739,126.6084587,106.6004449,122.7186532,113.8199729,94.94876362,122.0189749,121.0024577,118.3660299,111.7943695,119.7750568
YOL077C,172.6854655,187.2391701,201.0501301,224.9110014,257.4932948,199.1973608,192.5490263,183.6016352,189.4408688,178.3511471,167.1796413,155.8061561,149.2384115,130.7929699,126.195676,149.4194024,143.1878895,201.4585227,128.1644531,147.0760108,113.4830437,146.2070991,135.377247,145.7689968
YOL073C,93.18586229,68.70503886,51.33698938,50.26791015,59.21065691,60.00840916,95.36168955,73.86989004,83.92790474,98.87659647,79.74494431,86.45597975,59.82670306,63.14584604,91.55940777,89.44475426,90.08240183,70.75029408,67.0290478,98.40560189,83.6106436,83.32455552,70.24746383,83.60844704
YOL070C,107.0438217,81.64478298,95.15161493,85.78130646,78.26987271,86.21712696,118.6528269,79.31329867,116.5674547,111.789191,123.0188379,98.19614813,108.4615333,119.9673281,122.2071554,114.5888019,122.603279,97.39387674,118.5973123,107.7143327,107.3628216,103.6242774,100.349545,117.680373
YOL068C,143.3666586,166.0325716,102.2357834,102.4676531,149.6561347,109.0103614,167.4751183,158.0114236,181.2207674,216.3413144,165.0488134,137.98412,91.47974256,96.54338507,93.52126421,115.0751908,106.7322539,101.560532,88.35773264,95.01469853,94.36342761,97.86304249,107.175898,132.6719049
YOL067C,154.1093316,158.6285183,120.6727503,129.0746229,158.868682,117.9101947,154.7606433,169.5227151,172.6389441,186.3650479,171.7519919,137.2486424,96.39276235,113.0836392,116.6628011,113.3030751,120.2723018,101.6918679,86.33108492,111.3759786,106.8595902,122.8025058,134.3192208,133.228447
YOL066C,36.71662237,25.68674043,20.53813415,29.11911546,57.84536014,39.04360718,64.41246,47.08344099,57.5844302,81.02086414,55.61167438,48.89785639,31.97796399,41.30971218,51.59076275,41.38754616,38.05468602,52.69198642,34.87762661,42.84211963,45.38496715,44.08108563,51.83666176,50.2745417
YOL065C,103.4951147,97.24734875,69.37282195,86.29051506,90.80852721,81.9746836,111.0197058,88.41204534,97.20571681,111.0695386,110.6217417,121.2336143,109.7495254,93.49839909,120.8101829,108.0919941,97.00137204,81.84621733,84.97653028,105.6010637,110.4414214,115.570309,100.3879637,89.55840989
YOL064C,158.2610106,143.245739,157.3730521,126.8847109,149.5881358,160.4054859,173.8911812,145.6185628,178.5666894,163.7886754,165.1747652,184.0466206,137.2953196,149.2798378,172.1993974,179.9777586,152.551934,152.4441381,186.1398573,181.6812287,144.937906,175.9875503,189.0535864,160.0433575
YOL063C,58.62282651,54.65784918,46.59393446,49.36673532,53.10207278,38.37841577,39.98983564,58.72133077,62.36811242,54.51956282,60.3815028,40.54881083,54.74345903,43.45827957,66.76012799,34.15244621,52.84339303,49.43459034,57.35723206,46.04107553,63.78468014,54.1913252,49.27937139,75.53300441
YOL062C,139.0564316,145.5675374,113.6323753,129.2342139,153.5692409,139.5229948,175.624558,132.3213249,168.0093055,138.7890556,149.4642779,138.9117611,126.9548266,130.4464586,178.6051205,116.6923764,160.9273531,152.9188328,148.9791033,111.7657021,131.7900857,158.9901861,175.2333464,141.6112275
YOL060C,1587.618272,1652.351363,1539.585372,1425.217236,1554.990227,1516.964544,1373.877593,1456.764642,1474.89556,1518.385935,1544.184829,1482.264966,1593.794047,1550.357885,1569.63758,1479.317818,1436.117403,1460.94128,1399.449423,1444.680287,1535.441732,1409.894687,1730.866511,1666.525555
YOL055C,281.4867582,240.043398,259.9926459,255.0216617,337.1559488,339.2273931,432.2023335,373.0620097,383.6066561,380.8043358,353.5081969,374.9310606,324.8128435,364.6486585,361.4205139,343.0015097,381.548386,399.3729036,506.5971268,579.388357,429.972285,382.7050133,347.0857921,385.4865013
YOL052C-A,913.1353367,1029.48379,889.6298584,871.0556629,749.8274216,778.7404169,850.8517838,942.9873272,884.9140513,897.1772948,993.0487718,1009.121711,971.5776143,1018.382793,1078.92863,1096.295933,912.619296,873.5275336,1078.311216,1168.086009,1044.613103,1084.081268,1191.63272,1075.903112
YOL052C,428.5635019,463.8600197,447.0105897,458.1503682,531.9629763,543.9596202,492.5367618,485.1013034,445.8265914,465.4731696,402.2268132,424.7479076,327.128603,301.9058112,349.6623385,320.2608056,444.8781398,444.6416838,356.3075746,364.6744819,326.4071037,366.7756146,318.3398258,323.0507801
YOL048C,175.7607821,172.7102594,144.8386239,135.4382082,83.82318038,83.98778724,110.0143364,104.5711232,134.8002641,151.9315992,162.401095,177.8658048,441.5295079,432.0969436,337.3837647,402.4573213,234.9231454,233.8758845,354.6840115,290.9893165,367.3079128,331.7062053,357.6293894,356.9649708
YOL043C,79.11985577,74.13051271,50.28836444,56.71200829,102.2524503,70.11953914,95.57352888,81.6328615,70.18102958,95.02727941,74.56037114,74.25950046,77.87877965,97.99517595,75.48661742,49.48204078,86.45386488,94.18164845,70.5156814,81.70428636,81.59034071,69.80868149,96.8123067,82.78911021
YOL041C,133.4395456,140.6739911,156.4020434,167.2926986,176.8604649,154.6515694,112.2709787,126.1175936,101.3497502,127.861936,115.3478312,105.4172635,88.10934028,84.78066727,76.12872877,70.8646793,92.94740667,99.74653144,65.28479195,74.00517234,79.37439015,60.67908643,72.09572379,81.89287364
YOL040C,1304.927703,1273.04684,1336.598934,1293.513984,1453.806322,1366.722459,1363.118363,1335.875122,1324.971763,1298.932116,1230.386017,1223.915212,1346.712826,1364.414167,1273.935896,1386.60018,1383.464497,1514.843603,1294.188459,1338.91666,1286.633645,1332.876065,1325.897743,1297.594935
