,wt_1,wt_2,wt_3,wt_4,wt_5,wt_6,wt_7,wt_8,wt_9,wt_10,wt_11,wt_12,arp5_1,arp5_2,arp5_3,arp5_4,arp5_5,arp5_6,arp5_7,arp5_8,arp5_9,arp5_10,arp5_11,arp5_12
YGL143C,63.73993733,83.24850852,54.79392755,55.15877907,73.81061499,68.90703792,66.87630106,72.50515574,84.02042894,67.3052185,76.48191222,75.09138235,157.5946301,129.1599919,138.0926493,140.4701367,132.4688284,137.2839592,118.8675855,113.5049033,109.7860343,133.4098387,151.4471536,129.0178777
YGL142C,67.59120198,87.22983074,57.11112964,79.07104884,68.62256889,72.38039208,72.04259436,67.0371525,91.86239223,87.68506765,78.89710802,74.12148867,144.7555451,138.5771723,135.4979751,161.4551184,168.1835018,143.21524,139.6794152,109.1670075,120.0026421,147.4473028,132.3628705,144.6898767
YGL136C,330.5394015,276.1398114,309.1391287,303.6108266,414.8014801,313.2786824,306.8810242,321.2151231,333.0031343,319.5099881,278.3279915,305.2253115,263.4593497,261.7741953,271.268044,275.5892166,355.7354062,306.8772745,311.5189765,292.1915057,269.8301993,287.8164457,229.7364671,263.7339061
YGL129C,246.9337663,245.0807192,196.1715772,214.2932925,275.7217692,254.1856654,286.4875151,277.5407373,230.4231233,292.1694191,258.9166931,255.3236239,224.5664724,249.6087406,227.5043746,209.2732502,243.8012662,224.9374479,211.1045882,250.6847799,207.9938567,236.92802,197.9522213,217.1182398
YGL128C,195.2694303,184.2682795,148.5326683,166.7155549,195.9008454,185.6435003,175.5237127,193.8107969,180.2764058,179.6805653,188.825411,189.8263475,144.605726,165.2279253,144.9605658,123.948079,154.3528497,150.1434923,177.9570651,163.6033543,163.9681257,119.3683588,130.0919515,151.7059145
YGL127C,711.3857448,640.1157026,524.3147564,620.5197975,804.4566067,771.7532805,711.5050837,839.2861488,641.6979052,688.9144233,731.7446635,718.1381923,328.0816079,294.8315386,389.0117363,386.7372789,507.6366026,563.2594843,499.9900296,532.6838345,340.3592787,366.7587118,308.7008701,401.065678
YGL124C,422.7161188,424.9514064,361.9115116,403.6129402,466.7589751,426.20703,443.5100421,434.3398593,423.4472662,430.7274548,448.2492547,440.3459822,425.9610535,448.2863786,429.9293421,434.2498615,461.2929819,511.7760074,459.3322385,478.4948082,372.1537635,405.9211739,387.2403318,412.6709327
YGL122C,405.2889147,372.1621301,389.579116,415.1581861,393.4744273,386.1656741,392.6259779,405.5899148,353.5361923,384.2590721,374.2888499,423.0822328,189.9371004,214.8961094,246.2426556,212.0404009,255.2838536,243.0129201,262.4063176,263.8203216,223.4408322,240.5157642,177.0694796,230.3673463
YGL121C,377.1015036,345.4881883,338.4861641,340.379762,197.8468551,194.6914443,333.1444464,299.5885234,321.1015023,283.3084189,352.2166877,345.1911337,714.6950123,654.3946132,623.398485,602.9312576,536.2261114,495.437138,548.9555447,573.2031395,563.3730647,610.6612636,607.0469919,569.8872453
YGL120C,248.4898913,223.0039267,241.1861926,242.5060405,315.0316842,261.2142607,250.3508757,254.8850524,256.77017,246.9365863,246.9374703,243.4736808,173.0714579,169.3227063,188.4282178,167.3794491,182.113105,175.0050199,159.9167326,173.4481803,168.2161945,191.1439536,134.3516555,150.8820032
YGL112C,86.10455331,80.01848479,78.43892466,88.12243035,75.72343572,73.3809169,65.50183915,71.80018426,73.18291441,77.13217193,83.05576293,100.0790757,91.06076841,82.40270547,104.7196496,111.558426,107.7664485,107.2975075,93.31592964,83.68962013,91.01253585,95.02592514,83.20440262,108.8706202
YGL110C,107.7920874,102.6020418,106.2785328,104.646627,121.6229114,134.1466461,113.7537858,110.3346745,112.7582987,107.223998,100.9362049,107.111192,149.3073966,140.3237551,138.6570515,150.3254659,144.1588283,155.0090587,154.749982,152.1702773,148.1716926,130.3254107,157.7085375,167.3385838
YGL108C,76.44113371,96.64762043,100.6392927,104.382871,126.0753428,105.2759619,96.37092271,103.8672592,121.4230976,126.2576936,100.3065361,85.87128147,89.81005207,101.6547219,77.06497303,83.86953616,92.34895362,88.68997184,85.92407101,89.96014671,84.51784539,110.1156666,74.64768982,87.26452796
YGL107C,411.0162587,409.6033738,392.8805716,432.7994652,583.4687374,517.4835378,463.4069153,481.0196068,464.4776091,470.0540444,413.8427216,419.5711249,444.9996694,404.0181848,404.0529643,392.8718827,494.0878353,453.0115667,476.6300851,497.3552496,394.0014453,382.4982898,332.2894928,368.2469919
YGL104C,157.0115217,106.0895604,114.5202465,130.873352,125.2333761,124.897055,141.5926844,131.1990154,121.4610653,106.6871955,150.7862202,152.6821622,106.5589459,106.6199521,91.55580202,69.74583293,98.07193303,96.61534365,84.69588711,93.21033777,84.79944157,76.5091001,86.7835381,101.7035339
YGL095C,280.616007,288.6953889,293.78341,255.1960387,247.3390003,248.7243744,241.2747107,229.3232293,259.1354534,229.2832278,242.9905478,260.8751672,404.814963,368.7990994,341.2910012,378.4700397,434.7328582,423.0410837,402.9412872,345.0034296,410.6118928,368.4899209,384.4888424,369.2727846
YGL094C,83.27672919,91.23725208,86.14831993,104.8930871,91.43535063,79.1626284,91.39379107,71.48506235,83.25909226,83.24872246,95.98238353,95.0037504,91.00071712,105.5648506,93.12668177,109.2734489,99.21569711,96.81640723,86.06174059,87.17725245,95.46282257,109.7548647,88.32374552,93.28042629
YGL091C,102.1520655,87.18000707,80.19414378,97.22648674,100.400338,111.1639525,91.87616428,90.64862569,84.46133732,99.01736387,100.4483777,102.9518784,102.3313335,92.02512122,105.7735925,94.38269039,91.83607527,87.39031557,106.0229004,84.78450209,104.9181437,99.8195108,84.47400491,94.12093772
YGL087C,171.5885134,179.4347613,155.6829753,166.1750979,201.2640106,182.3628966,180.4985601,160.4080281,167.558904,173.6920815,160.8888248,168.9298377,187.4094694,171.9895538,154.1570553,144.6262531,142.9008989,150.7800429,155.255029,165.1097297,141.8317818,142.8529766,126.1608007,147.8785938
YGL084C,215.0366601,194.5372702,189.6589445,172.3602753,216.166416,231.7220681,228.15757,226.5115868,213.249769,218.4440025,211.8669847,219.3211339,166.3132719,173.9866496,144.0433776,138.0958806,165.9934629,160.908147,169.9813851,190.3909429,164.293845,139.9443829,151.9935638,179.237228
YGL078C,40.40275898,44.22119609,61.3485574,64.54721618,95.53858249,76.77629277,51.8558398,51.85118186,50.56006268,51.09692907,36.79197169,43.31378949,87.91714379,69.70962062,90.50135409,77.30477205,74.30970356,71.21334615,74.62246752,66.63750056,54.69593488,65.1325708,62.60688092,55.92550255
YGL077C,129.3089085,148.2720017,169.8130739,182.8774364,160.9602971,168.9336512,146.3863599,134.7057013,144.2724822,148.971667,144.6780859,176.7911836,153.1631116,143.8608211,139.6708204,118.5866869,157.9801833,132.2412443,130.082094,123.7842858,136.9517986,156.9350037,119.0762477,110.0400573
YGL076C,343.196327,267.2155677,345.261806,442.8062691,461.4919713,438.3600555,380.6951991,355.6188028,394.4832046,356.5783433,300.4630944,353.0217682,319.2741513,353.1716786,389.8986289,267.7177398,308.9330638,304.1768393,329.7833239,316.8808052,282.4757959,288.3797629,234.7833003,242.8720214
YGL075C,433.6054744,438.9513689,463.3679598,471.2047694,558.3385807,555.4826947,437.3479611,428.7027772,461.0868771,463.8862166,439.2311733,448.6987555,479.9631032,532.7098358,481.0244473,480.0356852,467.6585687,510.7908074,505.9635102,521.1249217,441.6630653,473.9683659,437.4603178,468.8538614
YGL070C,247.7845372,240.3935463,248.2041983,256.1516438,308.2644576,318.2625329,283.0641233,268.213797,256.0128784,260.9920116,216.1718323,239.911082,276.3991972,315.0875569,258.1551559,274.0895794,364.6019931,344.6197086,311.2643141,312.9706454,275.7463226,271.2673209,267.4344608,280.0511711
YGL065C,109.4389092,95.04878548,92.27791319,101.1784034,100.9222537,105.1662415,126.809225,106.2218263,127.3265642,110.8166185,110.9021043,104.6680297,106.8467883,115.196667,102.7512528,93.03000239,104.9297488,103.1588467,100.2698973,84.36803899,99.25400897,95.22908521,108.6940696,91.31220588
YGL064C,407.1356518,476.2846143,483.1422096,449.433985,445.3471171,463.5632961,437.7522967,498.6893439,504.4195989,498.5299781,457.3311746,413.3538983,256.4074647,273.177658,277.1332529,257.9390029,363.1317952,301.1736764,304.7152712,307.6169731,326.7199185,277.2017847,277.6782864,298.2637002
YGL063C-A,2100.000741,2194.472865,2225.534403,2012.49454,2091.645125,2101.361014,1989.928286,2072.911221,2052.370192,2008.123137,2018.969599,1934.050188,2393.610674,2232.807823,2240.473602,2349.848298,2399.05292,2556.80378,2351.51412,2458.94429,2221.930473,2399.723233,2297.442306,2305.198817
YGL061C,49.11158761,63.81769589,45.5199295,64.03329622,53.68203038,53.61920342,86.23304152,69.56474693,74.6204107,71.10609681,59.62768625,53.78737365,54.50453863,61.68822555,66.9654656,70.09588728,77.91909882,59.00915874,71.59339117,69.18065499,58.37567307,57.71396149,50.20558579,64.318163
YGL057C,113.4183996,79.38979705,93.01231589,104.0632988,95.48148877,122.7043777,105.1312208,101.7179289,96.43710652,98.14253275,77.21996465,80.3725104,128.7788558,129.6141843,101.4929527,92.52924248,109.2430001,87.5800595,92.11610292,102.0124586,87.74003736,95.85880321,90.45691736,90.95204692
YGL056C,1276.8828,1375.279959,1182.038565,1240.406732,1262.997416,1250.620652,1223.852363,1275.145158,1191.461355,1273.664795,1173.496341,1210.139183,1107.9798,1130.335035,1061.393751,1096.364024,1070.47536,1092.55899,1077.028691,1032.809433,1058.60288,983.7041018,1122.544846,1167.365988
YGL054C,399.5054034,377.4398894,434.2667375,427.6341083,450.8097152,457.3071566,428.2843958,415.6207365,400.8669167,463.5052173,443.5448319,412.1337584,369.1815731,378.9442196,410.7294839,385.331558,361.0823178,341.9185746,414.9156375,483.0772878,398.1625661,354.887407,353.3386088,372.2932123
YGL049C,203.732589,195.8808876,166.47054,175.8959258,177.3116559,172.6195954,178.6335204,161.4032437,203.8270482,186.3630947,176.7130347,193.1330233,198.2369378,201.685462,202.3225872,181.4034616,215.2480384,160.0281907,230.5785918,232.8126086,196.7072881,212.7277511,207.9701843,204.711163
YGL048C,164.2432694,151.0629688,158.0315809,159.6358416,114.2442737,136.8372203,153.4603124,154.711932,174.0716108,162.8120154,143.064457,164.2025159,96.79389106,96.43018131,129.3410669,108.3564849,107.1800019,106.5931777,109.9569502,122.8566174,106.0221991,99.69539014,90.60006523,113.0737646
YGL044C,352.9212829,299.0038703,341.4269421,300.84663,400.4742687,359.918686,396.4210688,350.0149682,322.0304794,329.8216869,359.0346782,329.9320638,219.5974201,180.7835325,218.0586814,207.9179854,255.3485056,271.8812959,224.4390857,256.6945747,230.1188792,230.9516684,190.4069976,183.3428923
YGL041C-B,67.70914654,83.45428757,71.6871111,62.8031629,72.69063346,77.63862524,91.04205046,104.6196767,93.92036152,96.36960491,91.48139847,72.19479238,58.91705035,76.36318477,68.6342609,79.72911921,71.76341106,59.73847105,77.48917645,66.29983196,89.55864175,78.29747575,83.0317808,87.67205951
YGL041C,67.86760803,82.06752627,70.89815925,62.33456571,72.48260219,75.62335765,91.45355853,102.5855356,91.24668384,94.31065217,91.54988491,73.02932151,60.10423835,76.08738548,68.7003349,79.72735142,71.63461602,58.67378537,75.34790785,65.0580883,88.25924587,78.44868655,83.20327583,86.654155
YGL040C,350.5769126,318.0525628,326.0387772,373.7749195,466.4262363,419.0919145,380.9494912,430.8765265,428.3216476,387.1706439,381.1288979,359.6732145,377.612123,375.3166037,361.2843273,367.877054,420.6756457,421.6273474,407.4532972,394.5127861,415.7799654,368.8082816,365.0973502,323.6817902
YGL038C,195.7988078,188.7076583,203.4046453,204.545483,168.6081848,186.1251186,216.0944032,231.0444004,208.3398839,197.1822557,172.2666219,188.1329472,195.7818805,178.7865082,182.1409632,215.4349624,153.4989808,157.7697915,236.0829055,217.0265534,225.3268179,201.0048846,215.6933832,194.2421123
YGL037C,901.5107841,864.8298209,909.6092098,935.6068156,951.3321788,975.5952524,1027.579898,1007.086417,927.5787944,991.2928116,890.688273,930.4520955,978.7733147,1034.942178,1185.676522,1013.45018,980.4116766,899.6294461,1024.309514,1215.656978,1074.059699,1093.679931,940.0863517,890.850988
YGL032C,110.6695106,103.5966911,159.852474,152.9157589,144.9348488,107.9980534,174.9775824,151.0245491,133.8171296,132.888456,97.18335537,128.1142777,220.2744618,259.8180573,235.3531154,259.5417715,273.1608902,294.7730184,242.815401,202.3819981,239.6357302,229.5799016,205.2249351,211.1137287
YGL031C,128.6705874,145.4866814,212.9332472,201.2392501,159.7209867,170.2097532,119.0151268,112.1086838,99.73903575,120.0095056,126.4793559,133.2450403,74.45493689,87.11709995,68.40113086,81.6774244,74.8479347,101.3044705,78.68657552,74.4118977,85.21180556,80.38777408,103.5191633,68.85653615
YGL028C,94.6105867,98.46564225,359.4974023,368.2330971,317.9034128,299.4885868,115.0150752,94.07808519,106.928391,111.8572357,89.77785126,108.3876327,152.3322431,158.9661008,149.4395728,151.296669,129.0128792,121.4883822,116.1621363,103.877859,145.2486802,136.4114004,166.5149089,138.9481142
YGL027C,61.6188344,79.01372501,81.38506156,59.26490919,41.59422104,56.0595809,55.87721908,55.67724767,42.98723482,61.91229454,65.72087304,51.21909091,47.17678531,48.23526966,67.76098461,58.02518087,51.99695659,73.94126813,61.61668547,67.96230744,55.91465079,78.20865192,57.99119752,65.89446138
YGL026C,82.71143738,68.94879186,83.7102392,70.42203885,89.53855787,75.49668805,82.34198865,80.60348092,79.09914812,74.69812925,77.86349071,63.60616019,81.81017175,91.13534088,85.44685422,77.32044481,87.65924588,67.04872154,93.38361437,83.08790728,74.47582878,75.06413009,69.55107904,65.45628041
YGL023C,246.9209127,243.8399383,219.7609719,232.4425746,284.2251213,283.1101971,289.9076623,290.4347795,245.6030423,278.5522444,276.9671146,263.2553686,470.9108003,443.8711018,409.4536538,444.7276686,464.9299895,492.7792455,451.8318473,419.3945527,424.4593346,463.274519,410.5877132,465.3593716
YGL020C,110.9332079,116.6714677,94.47346884,107.7202747,115.9164762,104.1708659,124.3267468,134.5696262,139.0731268,123.5843506,119.5086702,119.2089413,105.0386843,115.3962546,125.2990573,89.35347343,109.8779516,113.449023,132.7818795,109.1472669,118.402482,104.0386561,113.6101468,119.8294114
YGL018C,77.28463523,75.86784776,53.97600794,68.86535843,45.88656564,52.08691007,59.85087225,67.98386306,84.05145564,84.73987504,82.60554734,77.86862682,51.21877479,56.00901119,88.22941041,58.09115675,73.76085615,65.66438799,51.302119,55.66903275,67.69377583,71.41133187,67.03756214,56.04248636
YGL015C,77.99649262,73.58242549,73.84349279,66.46750984,83.03156395,79.1028686,103.5720587,74.75908296,85.07427536,108.2307406,72.87179557,76.14666614,81.0256232,85.59133001,92.56269961,79.4298371,69.70811257,52.64358224,75.83783602,64.6301705,89.16069339,78.82444648,52.81932318,82.16995977
YGL013C,705.2739116,758.4079598,702.0395755,688.4514909,777.0193449,742.9955155,528.859299,631.639821,553.8559895,597.712724,578.8331071,533.3665747,581.95148,562.2217863,551.2803288,562.3496413,424.5166441,542.9308752,514.9358198,465.597617,539.9060263,463.37353,519.3267114,618.1644987
YGL011C,443.2919006,427.9280614,348.2861091,352.7336126,367.7603546,381.4797698,422.6142638,418.4154055,441.5788303,426.0589564,435.0267644,427.5048057,326.6611451,331.0322954,314.043581,330.2425381,352.6545954,315.6445344,389.5705106,425.4327923,358.8353606,336.7652343,282.4600334,309.8824448
YGL009C,248.501715,236.164227,252.2752736,249.6503948,294.5266623,358.346257,314.4573571,314.9711368,271.0715354,240.4290973,240.7725873,257.6045298,249.2192093,237.9003102,243.5207774,247.6200625,236.8849877,258.132391,228.3481179,217.3671866,239.0994341,215.52881,227.7876737,217.725436
YGL008C,375.5097823,375.4867925,425.0840993,405.153167,479.9128047,544.3446851,507.082999,532.87246,443.0499966,512.8010186,447.3141698,423.9058119,411.4785956,407.7243738,437.2004829,452.0749827,599.8973625,612.9100985,539.56549,537.8355025,486.0102907,526.0548774,491.985094,416.0361515
YGL007C-A,1176.998547,1162.602832,1325.778383,1139.800973,908.5368748,939.3225477,953.489746,867.7349138,933.5898922,904.9451574,1049.235269,996.9884036,854.9906445,787.0556428,779.9387439,814.6782798,902.9424062,899.7805313,696.7954726,680.2898991,810.3041718,806.6066918,807.6203414,729.039881
YGL005C,125.5916875,139.0861762,116.4206109,103.528902,124.0109431,122.679218,166.6785298,168.8185719,154.8856262,131.8349619,142.5397403,146.5029551,152.4179153,131.0072881,119.8289875,142.8397483,134.6971889,129.3795693,131.0148796,134.12132,117.4515403,143.953712,147.2571063,109.266185
YGL004C,137.604956,129.5824446,123.5051425,109.955444,127.6783203,111.4510241,157.2992431,189.0337038,194.6321763,176.8216696,153.5430666,147.9438801,162.6349447,189.4769868,157.1680273,180.6191303,136.2692086,155.5544599,172.179136,145.6617288,141.1277936,146.9365627,164.0739643,174.0995987
YGL003C,229.3924253,267.5498285,170.3489951,208.4386125,253.5011334,242.3529074,276.5517671,275.9650766,264.5786447,279.1469612,231.1015075,232.1510046,227.4361048,192.6999909,221.7905147,225.2204963,208.828816,235.1115226,246.2031966,225.205466,213.9514799,252.4969887,173.2820101,220.5613753
YGL001C,147.5792087,166.2026211,139.0524595,149.9750509,154.8012359,167.4032565,183.8449375,172.3433972,207.4655574,194.8013002,142.587754,159.7625033,141.3431111,153.4241573,136.9647505,130.3131497,195.5865267,174.2872301,171.8275924,167.1485761,126.6490545,179.2639679,131.9681091,120.2743587
YGR001C,175.4559443,150.455477,166.0481624,146.7908037,119.6074606,154.0738301,203.4879408,188.7013747,196.4720189,169.6750317,162.7162375,180.009905,181.5647154,174.1136211,173.4536429,170.6932154,189.3878678,208.2573344,210.3535817,210.2224438,165.5350905,189.6616444,161.0095674,153.053106
YGR002C,271.4013687,254.7616559,217.36256,220.293162,261.7467724,282.7151189,276.8923714,321.2999348,266.6767068,288.6043096,243.1287684,228.3510342,219.0826531,197.1302163,222.0403097,181.0563955,222.1774636,241.2384335,226.0012935,257.4333769,201.8405448,196.5028811,186.0427542,202.7291471
YGR005C,147.3358919,151.642981,106.1687082,120.9808137,127.5912314,142.5998264,183.3021541,186.0197209,160.3598785,182.3757673,131.6394455,164.756909,111.0380151,124.8508369,119.0062909,137.1742003,137.0677051,118.4434155,148.757521,130.7650578,139.9176482,137.5803464,130.4916384,132.9327553
YGR008C,596.0674636,558.213676,463.8668973,442.41164,426.2818061,474.193981,561.622654,551.2294719,606.8187476,582.5153495,607.4000351,583.6497049,673.9283904,642.4986425,691.544695,608.1529937,507.830299,518.0803425,693.9437442,665.1360067,706.1743793,680.0560539,646.246128,673.5361396
YGR009C,384.5998862,397.6694562,310.2094554,344.289671,381.3589933,378.80502,415.5417714,432.4839894,366.3237704,389.6159888,360.7575651,391.8989088,200.4125501,266.5243272,239.1565429,229.2014468,290.6540001,245.6829286,282.4976488,292.8513311,246.2717763,304.2090303,230.877865,249.5670873
YGR015C,205.3011157,197.4617055,190.1731224,184.9546063,198.8356921,207.437353,191.2306836,218.5919183,207.0727198,202.9743643,216.7870881,195.975325,223.3370026,221.9220611,175.9168025,195.8952038,183.3839688,205.2370032,183.1334258,198.5791912,214.303932,218.2879692,216.7590014,214.1188455
YGR018C,188.5708223,186.2648359,199.653108,171.320604,131.1926089,138.5586051,168.8853938,184.313816,198.9853994,187.8969939,219.7949571,226.8476028,94.66527074,115.452649,112.5941349,115.4432906,96.01135034,85.19194335,148.4816915,142.9411247,146.7472315,146.7083111,152.705978,134.5851212
YGR020C,188.9290254,202.6954403,207.6255828,196.723836,203.013551,211.0681345,187.9976135,214.2896153,203.8613847,192.6499957,171.4893095,200.8445509,117.6428271,117.5815816,108.1042449,133.708733,109.9547163,136.0806661,160.3450923,151.3941243,130.7906783,138.5324508,121.5383295,132.7341037
YGR027C,266.4242944,236.1930407,269.3287625,257.3944784,297.3433127,246.4847885,255.0250876,244.257248,219.0384488,218.0149419,228.3426571,224.1716208,215.2301356,228.1179861,177.2371406,196.8260353,228.4556474,250.3867694,208.5665374,238.7271314,219.9028049,183.0784683,222.4697141,221.3500492
YGR030C,550.0537318,492.6198986,513.5054733,527.6672045,429.585941,449.422873,378.8354387,404.9544335,380.6902258,399.6942927,494.5424814,441.5908835,333.1187271,322.058974,317.6744742,293.2204374,340.9351266,317.4850763,279.0079195,249.3127179,314.7566301,279.2632007,303.5736468,278.4770998
YGR033C,294.3210952,292.4203254,318.0839998,336.4644553,237.6314458,287.105918,257.0379811,215.8089101,247.8497065,245.1890532,252.5654958,254.3815563,337.7588319,319.764442,332.2792534,320.0079108,187.0795322,239.2033453,227.0499531,225.4894005,304.057566,271.087771,340.3796808,331.3150856
YGR035C,521.6688422,513.0050583,497.0990105,513.9008553,714.9234404,720.2415137,541.1762202,536.4579324,458.5548351,455.1841039,478.6761628,531.3351899,414.5050756,449.9790197,497.2904539,443.6674638,516.1313978,551.5628229,435.5146144,409.7040694,469.5194061,419.9229946,451.6221711,509.0555393
YGR036C,214.8869754,171.5954694,184.8587178,170.5054166,168.0319394,182.2137929,209.9995675,209.4155351,187.7155356,191.7367058,186.188789,187.4368674,266.8117036,231.3588733,245.9915953,245.9879095,324.7797735,283.0237874,282.4605978,276.9609311,303.9591505,242.8629683,258.1064305,230.0489705
YGR037C,668.2196937,648.3618385,679.9949406,614.6795187,635.3458687,632.7622113,632.0145771,612.6662929,579.0806588,603.9780976,579.375494,609.630497,464.2008717,473.8432436,451.6917032,457.5163901,525.5246038,502.6772202,474.9245791,474.320245,484.8551534,517.7313528,467.5104776,466.335848
YGR043C,866.2494365,850.3889363,714.9036188,577.3935329,457.6688924,515.0911629,562.7594046,553.9798827,507.9485602,620.86473,842.7911309,842.1022571,945.7014537,940.0093175,955.6586535,940.8203413,953.2102599,809.4491987,943.4608679,921.6774059,895.526408,914.8931679,909.9520814,950.2760447
YGR044C,528.0467029,453.2606195,734.2715383,708.7599277,534.8201412,584.3114814,559.0213235,555.3215839,554.9969534,514.3734293,552.441541,542.1323988,466.8342852,419.5087615,443.5331596,431.890523,325.5249056,329.2935895,361.0003262,333.3373494,383.8652178,387.1295423,418.9007636,386.7343706
YGR047C,313.8074823,336.4042771,348.6064057,334.6895936,280.0292532,292.9023932,258.0813377,269.8756752,243.7806872,243.3166557,310.4287995,272.2271586,256.330728,257.594804,271.2478805,238.5344159,236.6464813,232.9007044,243.3343771,230.439849,248.3459905,229.3530686,232.6448,244.1971245
YGR050C,2091.146604,2224.805241,2183.689519,1994.662857,2031.801364,2076.110109,1918.456368,1887.79243,1855.140487,1941.657046,2045.242208,2004.987287,1988.72093,1900.156438,1876.714585,2100.97808,1972.483948,2028.883069,1927.678574,1758.148407,1842.907072,1865.304383,2099.002182,2179.557541
YGR053C,185.08937,191.6810777,196.1275718,229.8162603,160.0489837,189.1059569,202.0309944,161.8981166,171.2350597,174.0448748,209.3168797,206.8285876,206.5338507,214.2352785,244.0724056,192.272994,157.8694459,180.0845313,204.2673314,177.6038132,227.4467637,230.4622296,193.9207395,178.8112629
YGR057C,136.0821625,123.3876116,136.0251078,136.0427398,149.4138876,165.7494589,128.8175946,119.3580924,154.0329926,124.6852529,114.9182034,114.9964313,104.5173448,122.9546028,116.2963794,120.2284118,144.5939435,120.861319,104.19694,120.1185098,116.477377,101.3986629,112.7602629,110.8259386
YGR061C,133.3340078,139.9489013,146.568522,139.1676609,162.9298136,174.775886,133.4717908,143.7930838,115.9880691,122.0901029,127.3874619,114.0468134,114.3357683,92.71678218,143.0473545,128.0433501,212.686254,195.7433407,144.1942042,159.5473599,106.2824322,95.20587072,107.2701241,82.82656329
YGR062C,183.8995701,154.5655356,204.8500361,183.2010957,211.4663129,208.6871707,171.2375458,182.832156,164.7868001,157.0201432,123.6408399,121.5703255,100.7639705,96.33471077,109.1772866,100.15426,125.7563113,122.5707355,128.2711298,100.6006225,108.893048,115.3768765,103.4521229,98.18526518
YGR063C,240.0571034,291.6948412,300.4425245,308.3609739,294.7693428,296.0114748,294.4525753,275.7305579,269.1608566,271.4213859,228.4951775,228.6821854,196.5747456,184.0340211,197.6300786,195.9708552,244.3078336,241.4210031,232.5491293,266.8088734,182.80267,206.5510843,169.3492927,156.2426364
YGR065C,598.6944771,648.6778569,739.853429,850.5023493,865.2055084,831.0781719,777.2286132,766.1294963,684.4690898,624.6731974,420.7318035,402.652077,610.7326303,596.7046117,621.1729087,683.16652,885.8442902,875.9062258,835.1239366,813.2951336,483.9814198,509.3197281,488.9307041,518.7514736
YGR067C,1146.890754,1118.742388,939.7236674,849.7507358,700.482309,897.0088881,901.1729746,987.923582,1078.428536,1079.714962,1240.147015,1166.30196,1125.564763,1164.577992,1125.318245,1274.33417,1015.039295,934.9133949,1382.013811,1335.590687,1440.50738,1465.809569,1445.873226,1457.288291
YGR068C,122.819245,102.5385298,134.9226527,119.0303448,118.1853296,141.7204632,135.6746902,139.9987506,143.295384,146.3396196,128.1301419,153.8670815,51.49657431,62.33231915,84.63892742,85.08144534,85.32424856,86.37874904,104.23567,101.0664725,94.6910853,80.84141566,100.6094579,81.14382803
YGR071C,38.18379239,33.27830804,26.12877153,34.79689883,42.24206024,40.14914478,54.28478662,26.87439841,41.34947391,45.23171118,38.31086812,35.79386899,18.64828585,25.82705452,42.7588991,49.64308838,36.72964265,32.48913889,43.99458955,35.86135852,41.33781556,47.75904225,47.26759607,43.02558427
YGR073C,46.02358162,43.80890042,62.57186938,55.09306357,74.90855855,52.35287359,53.86290963,67.08794124,61.23164161,74.1141409,66.4380161,55.7460249,40.48501334,51.80371205,55.76602693,35.1968365,57.66723863,59.05888024,44.52052454,49.97273213,46.58611057,56.8898299,40.65192744,50.31990905
YGR075C,46.02358162,43.80890042,62.57186938,55.09306357,74.90855855,52.35287359,53.86290963,67.08794124,61.23164161,74.1141409,66.4380161,55.7460249,40.48501334,51.80371205,55.76602693,35.1968365,57.66723863,59.05888024,44.52052454,49.97273213,46.58611057,56.8898299,40.65192744,50.31990905
YGR076C,54.23999354,63.68896939,50.42217507,72.03561375,73.2150445,59.35108102,71.41445471,59.86870858,57.17850588,50.53638452,55.8925958,66.7169149,48.53639831,33.91422724,51.85235717,49.95834421,48.18523352,47.83411332,49.41832993,58.31980874,48.82725197,34.92547189,34.06256516,56.12620371
YGR077C,74.75206031,93.97767664,96.11304942,96.32876092,76.88934663,91.80181058,80.87408696,91.93321473,69.43562255,68.66543527,84.36298328,69.66263136,108.7889563,77.33422508,82.84669999,94.06026542,94.89207797,79.95299823,76.6582266,73.12150444,85.1650263,86.55723692,78.03583452,81.54034953
YGR078C,322.7437223,321.6947881,361.7239486,394.885615,381.8617843,360.5480548,343.174981,314.2654496,272.8500063,237.0896404,300.5384316,296.6074196,291.4053576,306.0499585,280.4776444,309.8904373,301.173537,325.8033814,277.7474948,240.7130801,275.6430403,230.1387471,278.4288885,297.6921539
YGR081C,131.4763521,163.1523899,188.9901173,194.695249,210.8611551,187.4957866,173.7177466,162.0486549,134.4039052,151.37086,163.6658408,129.4878717,154.5179801,146.3351633,145.7577796,136.1359143,182.1487246,150.7328854,132.0640909,122.6397259,139.391501,130.9330147,116.9857447,126.0760738
YGR085C,170.3368405,189.643243,273.0762226,266.4199413,214.8865776,172.4872566,148.8381624,162.2775567,134.8319545,145.7365418,148.9624751,131.5127463,193.1383035,169.8579044,158.305812,162.6836579,198.0488304,166.8975889,160.0080641,183.5301137,157.7865262,151.0613158,180.2760164,160.9070378
YGR086C,982.6396114,932.8189234,1028.000705,1015.412558,873.7755228,963.2605251,922.536336,858.2165886,886.9536262,834.7686201,897.6944473,913.4784591,800.7638965,781.8883858,827.5638709,889.8977444,840.5504455,814.8415029,865.1812041,845.2775175,789.0907698,851.1401855,853.9356911,882.8063013
